LCLid,cluster,Acorn,Acorn_grouped,stdorToU
MAC000094,2,ACORN-G,Comfortable,Std
MAC000095,2,ACORN-E,Affluent,Std
MAC000096,0,ACORN-C,Affluent,Std
MAC000097,1,ACORN-G,Comfortable,Std
MAC000098,1,ACORN-F,Comfortable,Std
MAC000099,2,ACORN-U,ACORN-U,Std
MAC000100,1,ACORN-N,Adversity,Std
MAC000101,1,ACORN-L,Adversity,Std
MAC000102,2,ACORN-Q,Adversity,Std
MAC000103,1,ACORN-A,Affluent,Std
MAC000104,2,ACORN-Q,Adversity,Std
MAC000105,0,ACORN-D,Affluent,Std
MAC000106,1,ACORN-L,Adversity,ToU
MAC000107,2,ACORN-N,Adversity,ToU
MAC000108,2,ACORN-J,Comfortable,Std
MAC000109,2,ACORN-D,Affluent,ToU
MAC000110,1,ACORN-A,Affluent,Std
MAC000111,2,ACORN-M,Adversity,Std
MAC000112,1,ACORN-A,Affluent,Std
MAC000113,1,ACORN-E,Affluent,Std
MAC000114,2,ACORN-M,Adversity,Std
MAC000115,2,ACORN-L,Adversity,Std
MAC000116,0,ACORN-E,Affluent,Std
MAC000117,2,ACORN-L,Adversity,Std
MAC000118,2,ACORN-G,Comfortable,Std
MAC000119,1,ACORN-H,Comfortable,Std
MAC000120,2,ACORN-E,Affluent,Std
MAC000121,2,ACORN-L,Adversity,Std
MAC000122,2,ACORN-E,Affluent,Std
MAC000123,2,ACORN-K,Adversity,Std
MAC000124,2,ACORN-H,Comfortable,ToU
MAC000125,1,ACORN-F,Comfortable,Std
MAC000126,2,ACORN-E,Affluent,Std
MAC000127,2,ACORN-L,Adversity,Std
MAC000128,2,ACORN-H,Comfortable,Std
MAC000129,2,ACORN-E,Affluent,Std
MAC000130,2,ACORN-K,Adversity,Std
MAC000131,2,ACORN-E,Affluent,Std
MAC000132,1,ACORN-E,Affluent,Std
MAC000133,1,ACORN-Q,Adversity,Std
MAC000134,0,ACORN-L,Adversity,Std
MAC000135,2,ACORN-Q,Adversity,Std
MAC000136,1,ACORN-Q,Adversity,Std
MAC000137,1,ACORN-H,Comfortable,Std
MAC000138,2,ACORN-E,Affluent,Std
MAC000139,1,ACORN-D,Affluent,ToU
MAC000140,2,ACORN-C,Affluent,Std
MAC000141,2,ACORN-E,Affluent,ToU
MAC000142,0,ACORN-M,Adversity,Std
MAC000143,2,ACORN-F,Comfortable,Std
MAC000144,2,ACORN-E,Affluent,Std
MAC000145,1,ACORN-F,Comfortable,Std
MAC000146,2,ACORN-L,Adversity,ToU
MAC000147,2,ACORN-F,Comfortable,ToU
MAC000148,2,ACORN-F,Comfortable,Std
MAC000149,2,ACORN-F,Comfortable,Std
MAC000150,1,ACORN-E,Affluent,Std
MAC000151,2,ACORN-G,Comfortable,Std
MAC000152,2,ACORN-E,Affluent,Std
MAC000153,0,ACORN-E,Affluent,Std
MAC000154,2,ACORN-Q,Adversity,Std
MAC000155,1,ACORN-D,Affluent,Std
MAC000156,2,ACORN-F,Comfortable,Std
MAC000157,1,ACORN-G,Comfortable,Std
MAC000158,2,ACORN-H,Comfortable,ToU
MAC000159,2,ACORN-E,Affluent,Std
MAC000160,2,ACORN-F,Comfortable,Std
MAC000161,1,ACORN-E,Affluent,Std
MAC000162,2,ACORN-Q,Adversity,Std
MAC000163,1,ACORN-F,Comfortable,Std
MAC000164,1,ACORN-E,Affluent,Std
MAC000165,2,ACORN-E,Affluent,ToU
MAC000166,2,ACORN-Q,Adversity,Std
MAC000167,2,ACORN-F,Comfortable,Std
MAC000168,2,ACORN-E,Affluent,Std
MAC000169,2,ACORN-E,Affluent,Std
MAC000170,1,ACORN-F,Comfortable,ToU
MAC000171,2,ACORN-O,Adversity,Std
MAC000172,2,ACORN-E,Affluent,Std
MAC000173,2,ACORN-E,Affluent,ToU
MAC000174,1,ACORN-Q,Adversity,Std
MAC000175,2,ACORN-E,Affluent,Std
MAC000176,2,ACORN-E,Affluent,Std
MAC000177,2,ACORN-F,Comfortable,Std
MAC000178,1,ACORN-Q,Adversity,Std
MAC000179,2,ACORN-E,Affluent,Std
MAC000180,1,ACORN-F,Comfortable,Std
MAC000181,1,ACORN-E,Affluent,Std
MAC000182,2,ACORN-E,Affluent,Std
MAC000183,1,ACORN-G,Comfortable,Std
MAC000184,2,ACORN-F,Comfortable,Std
MAC000185,2,ACORN-F,Comfortable,Std
MAC000186,2,ACORN-E,Affluent,ToU
MAC000187,2,ACORN-L,Adversity,ToU
MAC000188,2,ACORN-F,Comfortable,Std
MAC000189,1,ACORN-E,Affluent,Std
MAC000190,2,ACORN-F,Comfortable,Std
MAC000191,1,ACORN-E,Affluent,Std
MAC000192,2,ACORN-F,Comfortable,Std
MAC000193,1,ACORN-D,Affluent,ToU
MAC000194,1,ACORN-D,Affluent,ToU
MAC000195,1,ACORN-K,Adversity,ToU
MAC000196,2,ACORN-Q,Adversity,Std
MAC000197,3,ACORN-F,Comfortable,Std
MAC000198,1,ACORN-F,Comfortable,ToU
MAC000199,2,ACORN-L,Adversity,Std
MAC000200,2,ACORN-F,Comfortable,Std
MAC000201,2,ACORN-F,Comfortable,Std
MAC000202,1,ACORN-K,Adversity,Std
MAC000203,2,ACORN-E,Affluent,Std
MAC000204,2,ACORN-Q,Adversity,Std
MAC000205,1,ACORN-E,Affluent,Std
MAC000206,1,ACORN-F,Comfortable,Std
MAC000207,1,ACORN-Q,Adversity,Std
MAC000208,2,ACORN-Q,Adversity,Std
MAC000209,2,ACORN-F,Comfortable,Std
MAC000210,2,ACORN-F,Comfortable,Std
MAC000211,2,ACORN-F,Comfortable,Std
MAC000212,2,ACORN-Q,Adversity,Std
MAC000213,2,ACORN-O,Adversity,Std
MAC000214,2,ACORN-E,Affluent,Std
MAC000215,2,ACORN-F,Comfortable,Std
MAC000216,0,ACORN-Q,Adversity,Std
MAC000217,2,ACORN-F,Comfortable,Std
MAC000218,1,ACORN-E,Affluent,Std
MAC000219,2,ACORN-E,Affluent,ToU
MAC000220,2,ACORN-E,Affluent,Std
MAC000221,1,ACORN-E,Affluent,Std
MAC000222,1,ACORN-F,Comfortable,Std
MAC000223,2,ACORN-Q,Adversity,Std
MAC000224,1,ACORN-E,Affluent,Std
MAC000225,2,ACORN-G,Comfortable,Std
MAC000226,1,ACORN-F,Comfortable,Std
MAC000227,1,ACORN-Q,Adversity,Std
MAC000228,2,ACORN-E,Affluent,Std
MAC000229,2,ACORN-F,Comfortable,Std
MAC000230,1,ACORN-K,Adversity,Std
MAC000231,2,ACORN-Q,Adversity,Std
MAC000232,2,ACORN-F,Comfortable,Std
MAC000233,2,ACORN-Q,Adversity,Std
